text,source,time
"In this edition of StockCharts TV's The Final Bar, Tim Hayes of Ned Davis Research shares an outlook for interest rates in 2024, and explains why a VIX over 28.5 could mean disaster for risk assets. Host David Keller, CMT updates charts of stocks reporting earnings including SBUX, SHOP, CI, AAPL, COIN, and SQ.This video originally premiered on November 2, 2023. Watch on our dedicated Final Bar page on StockCharts TV, or click this link to watch on YouTube.New episodes of The Final Bar premiere every weekday afternoon LIVE at 4pm ET. You can view all previously recorded episodes at this link.",stockcharts,2023-11-07 10:01:35.704344
"On this week's edition of Stock Talk with Joe Rabil, Joe presents a few examples in different timeframes of how to use the RSI indicator for divergences. He explains what to look for when finding counter trend plays, as well as divergence with the trend. Joe then analyses the symbol requests that came through this week, including AMZN, NFLX, MCD, and more.This video was originally published on October 26, 2023. Click this link to watch on YouTube.Archived episodes of the show are available at this link. Send symbol requests to stocktalk@stockcharts.com; you can also submit a request in the comments section below the video on YouTube. Symbol Requests can be sent in throughout the week prior to the next show. (Please do not leave Symbol Requests on this page.)",stockcharts,2023-11-07 10:01:35.704344
"The holiday season and discretionary spending can be synonymous, ringing in a boom in retail profits. And with Halloween in the rearview mirror, it's time to strategize a few killer plays in the retail arena.Perhaps it's no coincidence that, upon running a StockCharts Technical Rankings (SCTR) report using the US Industries menu, the Dow Jones US Broadline Retail Index ($DJUSRB) emerged among the top outperformers with an impressive score of 98.9 (see below). The holiday shopping season has started, so it's worth looking more closely at this industry. Retailers in this industry have diverse products and services that work across several sectors.CHART 1: US INDUSTRIES SCTR RANKING. $DJUSRB ranked second in the US Industries category.Chart source: StockCharts.com. For educational purposes.CHART 2: DAILY CHART OF $DJUSRB. The index is currently pulling back, but shows several support levels should the bounce fail to break above the most recent swing.Chart source: StockCharts.com. For educational purposes.The index bounced off the 38.2% Fibonacci retracement level from the December 2022 low to the September 2023 high. It's outperforming the S&amp;P 500 index ($SPX) by over 6% and looks like it's on the verge of moving even higher.So, How Might Inflation Affect Holiday Spending?According to recent consumer spending reports, cash is flowing out of pockets and into the hands of retailers despite inflation and mounting household debt. ""Borrow and spend freely"" seems to be the main theme as we head toward the end of 2023.Still, you must consider the toll that inflation may eventually have on consumers' spending pockets, especially when it comes time to play Santa Claus. And that makes the Dow Jones US Broadline Retailers Index particularly sturdy this holiday season.In 2022, AMZN took the largest share of holiday shopping (around 41%). It's also a large component of the $DJUSRB. Looking at the daily chart of AMZN below, you can see that the stock is outperforming the S&amp;P 500 index ($SPX) by about 29%. It also has a strong SCTR score.CHART 3: DAILY CHART OF AMZN. The recent slide in AMZN's stock price suggests that buying momentum may be slowing.Chart source: StockCharts.com. For educational purposes.Though AMZN has pulled back, it appears to be clawing to challenge its September high. However, there's a deceleration in buying pressure, and you can view this more clearly if you look at the Chaikin Money Flow (CMF) in the lower chart panel. AMZN bounced strongly off the 200-day SMA line and broke above its most recent swing high of 134.50. It will have to challenge its 2023 high of 145.85 if its uptrend is to remain valid.Let's look at some of the other US large retailers, starting with Walmart (WMT).CHART 4: DAILY CHART OF WMT. The stock price is about to challenge its all-time high, and the CMF shows that buying pressure is still strong.Chart source: StockCharts.com. For educational purposes.WMT, too, is outperforming the S&amp;P 500, and the buying pressure, as exhibited by the CMF, concurs with this reading in momentum. Though WMT's price appears to be pulling back, it has several levels of support, including its 100-day and 200-day SMAs before its 50% Fib retracement. If WMT breaks above 165.75, it will have reached record highs, and right now, it looks poised to break above that level.Like WMT, Costco (COST) benefits from a diverse suite of private-label products and economies of scale, allowing it to control costs better and maximize profits.CHART 5: DAILY CHART OF COST. Investors seem indecisive about accumulating CSCO stock.Chart source: StockCharts.com. For educational purposes.Technically, COST is experiencing higher levels of volatility as it approaches its all-time high above 600. It also outperformed the S&amp;P 500, though its relative performance exhibits slight indecision. Its CMF reading is positive, but shows divergence over the last month (see the flat blue line on the CMF and compare it to Costco's rising trajectory, leading to its pullback and the following fluctuations).Although COST appears to have bounced off its 100-day SMA, if it falls further, it has plenty of technical support between 510 and 530, where the 38.2% and 50% Fib retracements are clustered along with the 200-day SMA.The stock price for Target (TGT) presents a different scenario. Amid a high-interest rate environment, mounting theft, and, particularly, a strong consumer backlash against certain products, TGT shows the most epic falling knife scenario (see chart below) among the largest retail giants. Still, it's an arguably solid company with a diverse portfolio of cost-competitive offerings. CHART 6: DAILY CHART OF TGT. Ouch! However, the selling pressure looks like it's drying up. If it breaks out to the upside, its reversal faces many headwinds.Chart source: StockCharts.com. For educational purposes.It's difficult to predict if the stock price has bottomed, but certain levels can help you gauge its advance and momentum once it begins to show signs of recovery. And the holiday season may provide the catalyst for TGT's upside reversal.TGT is caught within tight consolidation between roughly 106 and 113.50 after a 42% plunge from its 2023 high of 177.50. Its SCTR score of 13 and -38% underperformance against the S&amp;P 500 underscore the severity of TGT's drop. Any early signs of a recovery would begin with a close above resistance at 113.50. The CMF indicator paints a slightly optimistic picture of this likely upside break as selling pressure recedes, and buying activity sends the indicator above the zero line for the first time in four months. But even if TGT bulls attempt to rally the stock, it has multiple resistance levels. Drawing a Fibonacci retracement from its 2023 peak to its lowest point, you can expect resistance between 132.50 (38.2%) and 140 (50%), a range in which the 200-day SMA will likely be met. Also, 125 and 137.50, the bottom and top of a previous rectangle formation, will likely provide additional resistance, adding to TGT's technical headwinds (not to mention the consumer-driven headwinds that played a significant part in its near-term demise). Actionable LevelsAMZN, WMT, and COST are all prone to pullbacks, while TGT awaits signs of a potential reversal. Each stock presents different technical scenarios, momentum profiles, and potential support levels. Where you choose to buy (if you're bullish) depends on your level of aggressiveness and means of (bullish) confirmation. Fibonacci and SMA levels (as well as swing points) also present different stop-loss scenarios that can be trailed should you find yourself on the right side of the market.The Bottom LineAs we enter the holiday season, retail stocks will likely take center stage. The Dow Jones US Broadline Retail Index ($DJUSRB) shines with a robust SCTR score. Its biggest component, Amazon (AMZN) faces challenges. Other large retailers show different scenarios—Walmart's gaining ground, Costco is wavering, and Target is eyeing a comeback. Add these four retail stocks to your StockCharts ChartLists and set alerts at the possible support and resistance levels shown in the above charts. Disclaimer: This blog is for educational purposes only and should not be construed as financial advice. The ideas and strategies should never be used without first assessing your own personal and financial situation, or without consulting a financial professional.",stockcharts,2023-11-07 10:01:35.704344
"On this episode of StockCharts TV's Sector Spotlight, I address the completed monthly charts for October and assess the condition of the long term trends, along with whether they are still in play or have shifted. As usual, I start with the long-term rotation and trends in asset classes, followed by a similar analysis for stock market sectors.This video was originally recorded for broadcast on November 1, 2023. Click anywhere on the Sector Spotlight logo above to view on our dedicated Sector Spotlight page, or click this link to watch on YouTube.Past episodes of Sector Spotlight can be found here.#StaySafe, -Julius",stockcharts,2023-11-07 10:01:35.704344
"In this edition of StockCharts TV's The Final Bar, Katie Stockton, CMT of Fairlead Strategies shares her weekly charts of the S&amp;P 500, VIX, and XLK and identifies three areas of opportunity through year-end 2023. Dave breaks down this week's Fed meeting from a technical perspective and highlights a bullish momentum divergence for bond prices.This video originally premiered on November 1, 2023. Watch on our dedicated Final Bar page on StockCharts TV, or click this link to watch on YouTube.New episodes of The Final Bar premiere every weekday afternoon LIVE at 4pm ET. You can view all previously recorded episodes at this link.",stockcharts,2023-11-07 10:01:35.704344
"As the war rages, the focus for many in Israel is ensuring the safe return of more than 200 hostages.",BBC,2023-11-07 10:17:16.795489
Deputy political leader Moussa Abu Marzouk says Hamas will release hostages only if Israel stops fighting.,BBC,2023-11-07 10:17:16.795489
"The judge urged the former president's lawyers to ""control him"" as he took the stand in a civil fraud trial.",BBC,2023-11-07 10:17:16.795489
"Caster Semenya tells the BBC she is ""not going to be ashamed"" of being ""different"", and will ""fight for what is right"" amid her ongoing dispute with athletics authorities.",BBC,2023-11-07 10:17:16.795489
Prosecutors say the firm failed to collect a 21% tax from landlords on rental income.,BBC,2023-11-07 10:17:16.795489
"The academic who discovered the letters said reading them was ""very emotional"".",BBC,2023-11-07 10:17:16.795489
Eight children were among those killed in the fire at a migrant settlement in southern Chile.,BBC,2023-11-07 10:17:16.795489
"The shared office giant, once seen as the future of the workplace, has been plagued by problems.",BBC,2023-11-07 10:17:16.803336
"The centres will be able to process more than 30,000 asylum seekers a year, Italy's PM has said.",BBC,2023-11-07 10:17:16.804335
The second building cave-in in three months in Heilongjiang prompts outcry over safety issues.,BBC,2023-11-07 10:17:16.805384
Authorities are moving to contain bedbug outbreaks that have caused public jitters.,BBC,2023-11-07 10:17:16.805384
"Investigators describe the finding in the Halloween section as a ""twist of not-so-humerus events"".",BBC,2023-11-07 10:17:16.805384
Google faces another anti-trust trial - this time about its Google Play store,BBC,2023-11-07 10:17:16.805384
"Mateusz Morawiecki's party came top in recent elections, but will have a hard job finding allies.",BBC,2023-11-07 10:17:16.805384
"Narges Mohammadi is being denied medical care in jail for refusing to wear a hijab, her family says.",BBC,2023-11-07 10:17:16.805384
The BBC's Gaza correspondent Rushdi Abualouf was talking to Radio 4's World At One.,BBC,2023-11-07 10:17:16.805384
Adva Ada's 85-year-old grandmother was taken into Gaza on a golf cart after her kibbutz was attacked.,BBC,2023-11-07 10:17:16.811678
Israel started bombing the Palestinian territory after coming under attack from Hamas on 7 October.,BBC,2023-11-07 10:17:16.812677
An Israeli and Palestinian set up a group to share experiences of life in Gaza. And then the war broke out.,BBC,2023-11-07 10:17:16.813678
The move is in response to one of the heaviest nights of airstrikes in Gaza since the conflict began.,BBC,2023-11-07 10:17:16.814845
"Over three frantic days, Antony Blinken tried to find middle ground where none exists, for now.",BBC,2023-11-07 10:17:16.814845
"The dwindling community battens down, caught up in a devastating conflict between Israel and Hamas.",BBC,2023-11-07 10:17:16.814845
Emily Hand's DNA is not found among the victims killed in the Kibbutz Be'eri attack last month.,BBC,2023-11-07 10:17:16.814845
"Ahed Tamimi, once jailed for slapping an Israeli soldier, allegedly posted a call to kill settlers.",BBC,2023-11-07 10:17:16.814845
"There are few known quantities in the conflict but some things have become clear, says Jeremy Bowen.",BBC,2023-11-07 10:17:16.814845
The deadline means people with non-British family who need to apply for UK visas risk overstaying.,BBC,2023-11-07 10:17:16.819989
"The US military said the drones, first spotted by journalists, were searching for hostages.",BBC,2023-11-07 10:17:16.820987
The family of Scotland's first minister is reunited after his wife's parents spent weeks trapped in Gaza.,BBC,2023-11-07 10:17:16.822126
"Their exit was halted on Saturday in a dispute over evacuating injured patients, Palestinian sources say.",BBC,2023-11-07 10:17:16.822126
"The BBC's Fergal Keane reports on the children suffering in Gaza, and the impact the war is having on them.",BBC,2023-11-07 10:17:16.822126
The store owners told investigators the skull had been in a storage unit after being purchased several years ago.,BBC,2023-11-07 10:17:16.822126
"Over 30,000 bronze coins, possibly from a 4th Century shipwreck, have been found off the coast of Italy.",BBC,2023-11-07 10:17:16.822126
Video shows the moment a deputy responded to the emergency call - and what he taught the boy.,BBC,2023-11-07 10:17:16.822126
Jordan has airdropped urgent medical and pharmaceutical aid to the Jordanian field hospital in the Gaza Strip.,BBC,2023-11-07 10:17:16.822126
The Prince of Wales was said to have “kept up really well” during a dragon boat training session.,BBC,2023-11-07 10:17:16.828837
"Croatia's foreign minister has apologised saying the greeting was ""maybe an awkward moment"".",BBC,2023-11-07 10:17:16.828837
Amani left her family in Gaza to study in the UK just days before the war broke out. Now she watches anxiously.,BBC,2023-11-07 10:17:16.828837
"Taking the stand in his own defence, Donald Trump engaged in heated exchanges with Judge Engoron.",BBC,2023-11-07 10:17:16.828837
A slowing economy and safety concerns are some of the reasons why Chinese tourists are staying away.,BBC,2023-11-07 10:17:16.828837
India has won all eight of their group-stage matches - here's why they look invincible at the World Cup.,BBC,2023-11-07 10:17:16.828837
Justine Blainey earned a spot on an ice hockey team but could not play - so she went to the Supreme Court of Canada. This is her story.,BBC,2023-11-07 10:17:16.828837
"The Last Dinner Party are being tipped for great things, but they say the praise can come at a cost.",BBC,2023-11-07 10:17:16.828837
Barbra Streisand tells the BBC's Mark Savage how she got Apple's digital assistant Siri to pronounce her name correctly.,BBC,2023-11-07 10:17:16.828837
America is using its own money to send weapons to a place it officially doesn't recognise.,BBC,2023-11-07 10:17:16.836668
Shelling forces thousands to leave their homes as fighting along the front line intensifies.,BBC,2023-11-07 10:17:16.837666
"A year ahead of the US presidential election, and anything could happen.",BBC,2023-11-07 10:17:16.837666
"Upheavals in West Africa mean France can no longer take its ""backyard"" for granted.",BBC,2023-11-07 10:17:16.837666
The meteoric rise of a Nigerian Afrobeats star prepared to hustle his way to global domination.,BBC,2023-11-07 10:17:16.837666
"The dating-app founder who marketed her product toward women will be replaced by Lidiane Jones, the Slack chief executive.",WSJ,2023-11-07 10:21:38.682222
"The armies of people who make clothes for Western brands are protesting for better wages, adding pressure to the era of ultracheap clothes on which many companies rely.",WSJ,2023-11-07 10:21:38.682222
European labor unions set their sights on the Elon Musk-led carmaker.,WSJ,2023-11-07 10:21:38.690024
"When a Meta security expert told Mark Zuckerberg that Instagram’s approach to protecting teens wasn’t working, the CEO didn’t reply. Now the former insider is set to tell Congress about the predatory behavior.",WSJ,2023-11-07 10:21:38.691299
"Maersk forecast earnings for the full year at the lower end of its targeted ranges and said it would cut more than 10,000 jobs as it steps up cost savings.",WSJ,2023-11-07 10:21:38.691299
"Microsoft, Amazon and Google benefit from OpenAI and Anthropic paying for the expensive cloud services needed to run their products.",WSJ,2023-11-07 10:21:38.691299
"After negotiators secured record contracts at the Detroit Three automakers, union members will have the final say.",WSJ,2023-11-07 10:21:38.691299
"CVS and Walgreens pharmacy employees say they are overworked, understaffed, and more liable to make prescription errors due to the companies prioritizing profits.",WSJ,2023-11-07 10:21:38.691299
"The executives discussed how its pricing policies had a “punitive aspect” on sellers, according to internal documents quoted in newly unredacted portions of the agency’s monopoly lawsuit against the company.",WSJ,2023-11-07 10:21:38.691299
A victorious Shawn Fain eyes expanding ranks to nonunionized carmakers.,WSJ,2023-11-07 10:21:38.691299
Keine Zusammenfassung verfügbar,CNN,2023-11-07 10:25:28.985311
"So far this tax season, the IRS has received more than 90 million income tax returns for 2022.",CNN,2023-11-07 10:25:28.993171
Spending at US retailers fell in March as consumers pulled back amid recessionary fears fueled by the banking crisis.,CNN,2023-11-07 10:25:28.994171
This is it.,CNN,2023-11-07 10:25:28.994540
"When customers at Silicon Valley Bank rushed to withdraw billions of dollars last month, venture capitalist Arlan Hamilton stepped in to help some of the founders of color who panicked about losing access to payroll funds.",CNN,2023-11-07 10:25:28.994540
"Lake Powell, the second-largest human-made reservoir in the US, has lost nearly 7% of its potential storage capacity since 1963, when Glen Canyon Dam was built, a new report shows.",CNN,2023-11-07 10:25:28.994540
"Air pollution spiked to unhealthy levels around the world in 2021, according to a new report.",CNN,2023-11-07 10:25:28.994540
"As the US attempts to wean itself off its heavy reliance on fossil fuels and shift to cleaner energy sources, many experts are eyeing a promising solution: your neighborhood big-box stores and shopping malls.",CNN,2023-11-07 10:25:28.994540
"Bringing the second day of this year's Coachella to a close, K-Pop girl group Blackpink made history Saturday night when they became the first Asian act to ever headline the festival. To a crowd of, reportedly, over 125,000 people, Jennie, Jisoo, Lisa and Rosé used the ground-breaking moment to pay homage to Korean heritage by arriving onstage in hanboks: a traditional type of dress.",CNN,2023-11-07 10:25:28.994540
"""Old Masters"" such as Leonardo da Vinci, Sandro Botticelli and Rembrandt may have used proteins, especially egg yolk, in their oil paintings, according to a new study.",CNN,2023-11-07 10:25:28.994540
"Hugh Hefner launched Playboy Magazine 70 years ago this year. The first issue included a nude photograph of Marilyn Monroe, which he had purchased and published without her knowledge or consent.",CNN,2023-11-07 10:25:28.994540
"Now that the Fall-Winter 2023 catwalks have been disassembled, it's clear one trend was more pervasive than any collective penchant for ruffles, pleated skirts or tailored coats.",CNN,2023-11-07 10:25:29.002029
"In 1998, Michael Jordan laced up a pair of his iconic black and red Air Jordan 13s to bring home a Bulls victory during Game 2 of his final NBA championship — and now they are the most expensive sneakers ever to sell at auction.

The game-winning sneakers sold for $2.2 million at Sotheby's in New York on Tuesday, smashing the sneaker auction record of $1.47 million, set in 2021 by a pair of Nike Air Ships that Jordan wore earlier in his career.",CNN,2023-11-07 10:25:29.002029
"Some people travel the world in search of adventure, while others seek out natural wonders, cultural landmarks or culinary experiences. But French photographer François Prost was looking for something altogether different during his recent road trip across America: strip clubs.",CNN,2023-11-07 10:25:29.002029
"We all know the routine by heart: ""Please ensure your seats are in the upright position, tray tables stowed, window shades are up, laptops are stored in the overhead bins and electronic devices are set to flight mode.""",CNN,2023-11-07 10:25:29.002029
Paul Templer was living his best life.,CNN,2023-11-07 10:25:29.002029
"He'd spent years backpacking around the world, and Japanese traveler Daisuke Kajiyama was finally ready to return home to pursue his long-held dream of opening up a guesthouse.",CNN,2023-11-07 10:25:29.002029
"Due to its remoteness and short summer season, Mongolia has long been a destination overlooked by travelers.",CNN,2023-11-07 10:25:29.002029
"Having lived in Beijing for almost 12 years, I've had plenty of time to travel widely in China.",CNN,2023-11-07 10:25:29.002029
Celebrities and musicians are coming together tonight to honor everyday people making the world a better place.,CNN,2023-11-07 10:25:29.009830
Anderson Cooper explains how you can easily donate to any of the 2021 Top 10 CNN Heroes.,CNN,2023-11-07 10:25:29.010273
Mexican Senator Armando Rios Piter told CNN that he plans to introduce a bill this week that would stop Mexican purchases of American corn.,CNN / Business and Economis,2023-11-07 10:26:24.128694
The days of plugging in an iPhone to charge won't last forever.,CNN / Business and Economis,2023-11-07 10:26:24.128694
"Nandan Nilekani, co-founder of one of India's biggest outsourcing companies, says an H-1B visa crackdown would ultimately hurt the U.S.",CNN / Business and Economis,2023-11-07 10:26:24.128694
Read full story for latest details.,CNN / Business and Economis,2023-11-07 10:26:24.128694
The market is at all-time highs and many say Trump is the reason. But stocks were rallying when investors thought Hillary Clinton would win. Janet Yellen and the Fed may deserve more of the credit for the market's move.,CNN / Business and Economis,2023-11-07 10:26:24.128694
Apple stock is less than $1 away from its all-time high amid renewed optimism for the iPhone.,CNN / Business and Economis,2023-11-07 10:26:24.128694
President-elect Donald Trump focuses his criticism of NAFTA on Mexico. But Canada and America have a rocky trade history too.,CNN / Business and Economis,2023-11-07 10:26:24.128694
"Verizon has decided to bring back unlimited data plans. But while that's great for its subscribers, it's awful news for investors. It's another sign of how brutally competitive the telecom business is. And it's hurting Verizon's stock.",CNN / Business and Economis,2023-11-07 10:26:24.135497
The price of crude oil has more than doubled over the past year after bottoming out at $26 per barrel in February 2016.,CNN / Business and Economis,2023-11-07 10:26:24.136575
The automaker announced Monday that its first official venture in the oil-rich Middle East will be in the United Arab Emirates.,CNN / Business and Economis,2023-11-07 10:26:24.136575
Uber's top rival in India has some unsolicited advice for the U.S. startup: Go local.,CNN / Business and Economis,2023-11-07 10:26:24.136575
"Apple CEO Tim Cook wants the tech industry to take action against ""fake news"" stories that are polluting the web.",CNN / Business and Economis,2023-11-07 10:26:24.136575
"Sears Holdings, the company that owns retail stores Sears and Kmart, said this weekend that it would remove 31 Trump-branded items from its website.",CNN / Business and Economis,2023-11-07 10:26:24.136575
"Universal Biopack makes packaging that it sells to restaurants and manufacturers. But rather than plastic, it uses a mixture of bamboo and cassava.",CNN / Business and Economis,2023-11-07 10:26:24.136575
"Nike on Sunday launched a star-studded short film titled ""Equality"" that coincides with Black History Month.",CNN / Business and Economis,2023-11-07 10:26:24.136575
"Treasury secretary pick Steven Mnuchin is an executive producer on Warner Bros.' ""The Lego Batman Movie,"" which pulled in an estimated $55.6 million from U.S. audiences during its opening weekend.",CNN / Business and Economis,2023-11-07 10:26:24.136575
"It may seem like a recurring nightmare, but Greece is in danger of running out of money again.",CNN / Business and Economis,2023-11-07 10:26:24.143873
Fake news is actually really easy to spot -- if you know how. Consider this your New Media Literacy Guide.,CNN / Technology,2023-11-07 10:27:12.729762
It's the prize giving ceremony that everyone's on time for.,CNN / Technology,2023-11-07 10:27:12.730525
It is a car kitted out with technology its developers boldly predict will transform our cities and change the way we live.,CNN / Technology,2023-11-07 10:27:12.730525
Piloting one of the breed of light aircraft is said to be as easy as driving a car,CNN / Technology,2023-11-07 10:27:12.730525
See photos of November's supermoon -- the brightest in nearly 70 years.,CNN / Technology,2023-11-07 10:27:12.730525
"From infinity and beyond, he found a way to vote.",CNN / Technology,2023-11-07 10:27:12.730525
Teenage girls have designed Africa's first private satellite due to launch into space in 2017. It's hoped it can monitor and find answers to South Africa's drought crisis.,CNN / Technology,2023-11-07 10:27:12.730525
"A six-month stay on the International Space Station can be a pain in the back for astronauts. While they may gain up to 2 inches in height temporarily, that effect is accompanied by a weakening of the muscles supporting the spine, according to a new study.",CNN / Technology,2023-11-07 10:27:12.736098
"""Attention! Attention!"" blares the Russian voice from a loudspeaker. ""The nuclear bombs will be launched in one hour.""",CNN / Technology,2023-11-07 10:27:12.737192
"Thinking about treating your family to a little virtual reality this holiday? Have no idea where to start? Don't worry. From Google's inexpensive Cardboard VR viewer to Sony's new PlayStation VR, this guide will help you figure out what makes sense for your family's interests, needs and budget.",CNN / Technology,2023-11-07 10:27:12.737192
"What do Discman, Tamagotchi, and Game Boy have in common?",CNN / Technology,2023-11-07 10:27:12.737192
"These days, teachers often face classrooms filled with yawning students who stayed up late snapping selfies or playing online games.",CNN / Technology,2023-11-07 10:27:12.737192
"Among the companies whose shares are expected to see active trade in Friday’s session are DuPont, Nike, and KB Home.",Marketwatch / Stocks to watch,2023-11-07 10:28:27.503737
"Among the companies whose shares are expected to see active trade in Thursday’s session are Bed Bath &amp; Beyond, GoPro, and Nike.",Marketwatch / Stocks to watch,2023-11-07 10:28:27.506424
"Among the companies whose shares are expected to see active trade in Wednesday’s session are Google Inc., and Barnes and Noble Inc.",Marketwatch / Stocks to watch,2023-11-07 10:28:27.506424
"Wisconsin Energy Corp., Oracle Corp., and General Electric Co. may all see active trading after deals, or talk of deals.",Marketwatch / Stocks to watch,2023-11-07 10:28:27.506424
"Among the companies whose shares are expected to see active trade in Friday’s session are Oracle, Smith &amp; Wesson, and Family Dollar.",Marketwatch / Stocks to watch,2023-11-07 10:28:27.506424
"Among the companies whose shares are expected to see active trade in Thursday’s session are BlackBerry, Oracle, and Kroger.",Marketwatch / Stocks to watch,2023-11-07 10:28:27.506424
"Among the companies whose shares are expected to see active trade in Wednesday’s session are FedEx, Jabil Circuit, and Red Hat.",Marketwatch / Stocks to watch,2023-11-07 10:28:27.506424
"Among the companies whose shares are expected to see active trade in Monday’s session are Covidien, Medtronic and Layne Christensen and Korn/Ferry International.",Marketwatch / Stocks to watch,2023-11-07 10:28:27.512596
Among the companies whose shares are expected to see active trading in Friday’s session are Intel and Finisar.,Marketwatch / Stocks to watch,2023-11-07 10:28:27.512596
"Among the companies whose shares are expected to see active trade in Thursday’s session are Lululemon Athletica, Finisar, and Target.",Marketwatch / Stocks to watch,2023-11-07 10:28:27.512596
"Shares of Intel Corp. INTC were up more than 1% in extended trading Monday following a report the chip maker is the front-runner to land billions of dollars in funding for secure facilities producing microchips for U.S. military and intelligence applications. The as-yet unannounced facilities are intended to reduce the U.S. military’s reliance on chips imported from East Asia, particularly Taiwan, which some say is vulnerable to Chinese invasion, according to a Wall Street Journal report, citing people familiar with the matter. The operation, which could be based at Intel’s Arizona factory complex, would be funded under the  Biden administration’s $53 billion Chips Act passed last year, the Journal reported.Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.747345
"Shares of Goodyear Tire &amp; Rubber Co. GT edged higher in the extended session Monday after the tire maker posted mixed third-quarter results but said raw-materials costs fell, helping its bottom line. Goodyear lost $89 million, or 31 cents a share, in the quarter, contrasting with earnings of $44 million, or 16 cents a share, in the year-ago period. Adjusted for one-time items, Goodyear earned 36 cents a share. Sales fell to $5.14 billion, from $5.31 billin a year ago. Analysts polled by FactSet expected adjusted earnings of 19 cents a share on sales of $5.3 billion. “This was the first quarter in two years where the benefits of price/mix vs. raw materials exceeded inflation,” Goodyear executives said in a letter to shareholders. There were also “signs of improving volume” in several markets, including the U.S., indicating an end to the destocking that began in late 2022, and “strong” demand for travel in the U.S., with vehicle miles traveled more than 2% above last year, the company said. In a separate press release, the tire maker said it will update Wall Street on the status of its reorganization plan next Wednesday, Nov. 15. Goodyear announced the plan in September.Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.747345
"Shares of Alteryx Inc. AYX are soaring 16% in extended trading Monday following the software company’s quarterly results that included a narrower-than-expected loss and sales that beat analyst estimates. Alteryx reported a fiscal third-quarter net loss of $50 million, or 70 cents a share, compared with a net loss of $75 million, or $1.09 a share, in the same quarter a year ago. Adjusted earnings were 29 cents a share. Revenue rose 8% to $232 million from $215 million a year ago. Analysts surveyed by FactSet had expected on average a net loss of 5 cents a share on revenue of $210.2 million. Alteryx’s stock has plunged 40% this year. The S&amp;P 500 index SPX has increased 14%.Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.755626
"Shares of Tripadvisor Inc. TRIP rallied more than 9% in the after-hours session Monday after the online travel platform easily beat Wall Street expectations for its quarterly profit and sales. Tripadvisor earned $27 million, or 19 cents a share, in the third quarter, compared with $25 million, or 17 cents a share, in the year-ago period. Adjusted for one-time items, the company earned 52 cents a share. Revenue rose 16% to $533 million. Analysts polled by FactSet were looking for adjusted EPS of 47 cents on sales of $505 million. “Our teams delivered results that exceeded expectations financially while continuing to execute more efficiently and effectively in pursuit of our strategic goals,” Chief Executive Matt Goldberg said in a statement. Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.755626
"Shares of Sanmina Corp. SANM slid 14% after hours on Monday after the manufacturing services provider’s fourth-quarter results and first-quarter forecast missed expectations, and the company it expected consumer caution in the months ahead. Sanmina — which helps equipment manufacturers with product design, testing and logistics, and makes its own components — forecast first-quarter revenue of $1.85 billion to $1.95 billion and adjusted earnings per share of $1.20 to $1.30, below FactSet estimates for sales of $2.19 billion and a per-share profit of $1.52. “Our first quarter outlook is down sequentially, driven by some customers continuing to adjust inventory levels and ongoing macroeconomic uncertainty,” Chief Executive Jure Sola said in a statement. “We expect headwinds for the next couple of quarters with an improvement in the back half of the year.” Sanmina reported fourth-quarter net income of $65.4 million, or $1.04 a share, compared with $58.4 million, or 98 cents a share, in the same quarter last year. Sales fell to $2.05 billion from $2.22 billion in the prior-year quarter. Adjusted earnings per share were $1.42. Analysts polled by FactSet expected adjusted earnings per share of $1.54 on sales of $2.15 billion. Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.755626
"Shares of Hims &amp; Hers Health Inc. HIMS rose more than 3% in the extended session Monday after the telehealth company narrowed its quarterly loss and raised its sales guidance for the year, saying its “personalized” health offerings are resonating with people. Hims lost $7.6 million, or 4 cents a share, in the third quarter, which met FactSet consensus and compared with a loss of $18.8 million, or 9 cents a share, in the third quarter of 2022. Revenue rose 57% to $226.7 million, the company said. Analysts polled by FactSet expected revenue of $220 million. Hims raised its 2023 revenue guidance to between $868 million and $873 million and adjusted EBITDA guidance to a range of $43 million to $46 million. Personalization “has and will continue to enable us to drive greater market share, and also concurrently expand margins,” Chief Financial Officer Yemi Okupe said in a statement. Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.755626
